creature_id,common_name,exclusion_reason
75eecdb7-acca-5f5d-bf6c-8cf1916ff670,Trumpetfish,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
75f658eb-a4f4-5a43-980c-5d1d0338ea9a,Elegant Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7622ff5b-aee9-5935-9a3d-6987251c73d9,Gold-spotted Rabbitfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
763d8d72-f702-59e4-ad78-0e22b4754594,Thorny Flathead,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7647cc18-011d-5150-b090-d40e71e337d4,Javan Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
764e5612-6640-5747-a42d-a0af41b506c0,Rcupinefish,eligible but outside the deterministic 40-record starter-pack limit
767092c2-cd61-5319-aae4-1d912ebe25c7,Reef Lizardfish,eligible but outside the deterministic 40-record starter-pack limit
767fffe6-58ae-57e8-9002-6c89f4ec5947,Geographic Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7684bd30-e4a2-57dc-bd72-ed6d0f7e9a08,Japanese Surgeonfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7686f017-9d28-5a92-b56e-93ebe88a334c,Black-axil Chromis,account transcription confidence is not high; identification traits are not high-confidence transcriptions
76f3c3c6-b3b5-5477-847c-569e9eea15a9,Blue-spotted Ray,identity confidence is below the starter-pack threshold
76fa3230-6554-5b6b-a70f-64f41c9ca2cc,Black & Yellow Butterflyfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
77442d1f-37be-5477-8e97-052b0687f53a,Three-lined Blenny,identity confidence is below the starter-pack threshold; account transcription confidence is not high
7760d7df-879d-505a-9252-5c27173a1317,Yellowtail Sergeant,account transcription confidence is not high; identification traits are not high-confidence transcriptions
77b3a7db-5ad5-5800-a1e3-767c7b60538c,Monocle Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
77c12799-959d-517f-a490-7926b5d36a2b,Tan-faced Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
77c438fe-27cd-534f-baa2-778913fb465c,Redspotted Blenny,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
77d56583-f67c-5d40-a3fb-753b6f8cae90,Borneo Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
77e89552-9cbc-5de4-8140-8f8e7bc733fe,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
77ece116-4591-5756-a375-a7df18e4494f,Palespot Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
77fabbf4-679c-5bd9-ade2-0d5be0a70083,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
781b1887-e179-5511-bc13-087f4d2dc2b0,Jewel Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7866cead-7761-5da5-aa44-75d434cdeecf,Whitetail Surgeonfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
786d41a3-7191-5270-a594-391ce1f12187,Flagtail,account transcription confidence is not high; identification traits are not high-confidence transcriptions
78716cee-1511-5ea7-8f31-b657c3e508bb,Northern Wobbegong,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
78fd070d-2351-5d3e-a9e3-a10b7748759c,Shortnose Pipefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7905cd50-a977-549c-96de-1b3031d5135a,Redstripe Anthias,eligible but outside the deterministic 40-record starter-pack limit
79405f77-44bf-576c-8338-a7fbd7955990,Shen's Anthias,identity confidence is below the starter-pack threshold; account transcription confidence is not high
7944438c-fe06-5c76-8579-3dc5473c418e,Reticulate Stargazer,eligible but outside the deterministic 40-record starter-pack limit
79a86aa2-6ece-5864-9544-900bcc07ff52,Filamentous Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
79bcdf3f-3b94-5789-91c4-18afef5b8ef7,Orange & Black Dragonet,identity confidence is below the starter-pack threshold
79ee29ed-0749-55fc-9132-285f86d5431b,Striped Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7a35216e-a7b1-55fc-b482-c57dcc73c718,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
7a662be3-854f-5819-8d32-cb8b1f19a00b,Fire Dartfish,eligible but outside the deterministic 40-record starter-pack limit
7aa220b0-3eaf-5b77-8341-8d40273e21ff,Solitary Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7acc216e-6e3f-5228-bf2b-51cb4cf7c597,White Ribbon Moray,eligible but outside the deterministic 40-record starter-pack limit
7b3f6814-62f7-59ba-a832-b0c9b562b8af,Yellow-tailed Dascyllus,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7b731c3f-4270-55cf-8440-f98fd64da095,Chiseltooth Razorfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7b7e3138-45e4-5e0e-9193-e4c592c794d4,Springer's Demoiselle,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7b8409bd-09ca-573f-9342-b2b4a0b6a78d,Pearl-streaked Monocle Bream,identity confidence is below the starter-pack threshold
7b96ef03-0d67-5f5b-adc4-b43f6f57d00b,Flasher Scorpionfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ba1ab8f-018a-5939-b120-23aba29a40ba,Dash-dot Goatfish,identity confidence is below the starter-pack threshold
7be902ad-2415-55c0-a87d-4098d9e286c1,Viper Moray,eligible but outside the deterministic 40-record starter-pack limit
7bf09382-1c35-5a6a-b119-588d66d1849d,Brock’s Pipefish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7c0272d4-0ba0-5954-beab-2d3599c10f24,Guam Reef Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7c1b0023-3b5e-54c4-99da-6dd2c51402a4,Pale-barred Coris,eligible but outside the deterministic 40-record starter-pack limit
7c2acba1-7c54-531b-92dd-3434647f5753,Philippine Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7c4956f2-2a9a-5551-9d3d-a86b30525176,Blue-spotted Puffer,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7c6256b3-846b-514c-a6ff-732fcf400927,Surf Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7c6e39b8-672d-537c-9e4c-c41b0f9ac8ce,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
7cb4d34b-1f87-51f3-a830-0e80491137d1,Greenlip Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ccace22-6a81-52e0-960f-51e5d67a8b88,Kamohara's Fangblenny,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7cd78fa6-71cf-51c8-b533-29274bdfa53a,Asian Butterflyfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7cd9818f-540b-59de-ae59-45c0527414e3,Brown Demoiselle,eligible but outside the deterministic 40-record starter-pack limit
7d0bef6c-77b7-5dd5-a987-63f18de8ad48,Princess Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7d3609ed-a299-5fb5-b7ec-2166e45afec7,Black Butterflyfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ddbbcf4-6afd-525c-b28c-cebacdbdcb88,Flame Hawkfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ddc13bb-135a-5678-a105-67e3ceb4120f,Staghorn Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7e2f0ac3-b76a-5f88-bd0f-28856a003446,Bluespotted Grouper,eligible but outside the deterministic 40-record starter-pack limit
7e62bde9-bab4-5dda-bcf4-4bb9c66d8869,Ward's Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7e7863ac-1bab-5b3e-90ff-1700fd7fb6ae,Threeband Demoiselle,eligible but outside the deterministic 40-record starter-pack limit
7ea617e8-3082-5215-b9d4-b3ba2d2a6b4e,Sand Shrimpgoby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ea81c52-592f-5bb0-bcfc-725520a8d7ae,Shark,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ebe7f91-c40d-5a59-9ba7-ae78b9f3b207,False Clown Anemonefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
7ee80aa1-efc9-5625-a9a0-67ef93086ae4,Vulcan Triplefin,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7ee8a126-ba52-5c59-97d9-7a88abce827b,Gulf Damsel,identity confidence is below the starter-pack threshold
7ef323af-ce8b-5f84-b12a-78704d2c229c,Yellowmargin Moray,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
7ef7e442-a82d-541c-b3f8-f934e583c433,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
7f000b1d-8c7b-5f40-ac91-2ae88d6d6637,Cheek-streaked Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
7f3b2b53-75fc-5b1a-b8e7-5f4e2a6aa865,Slender Fusilier,eligible but outside the deterministic 40-record starter-pack limit
7f4dcbee-b5a6-52e9-b3bd-9816abcb378e,Ornate Ghost Pipefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
7fbc9e1c-6113-5e1d-b477-5263070a9bde,Shoulderbar Goby,no identification trait transcription
7fd755ed-ab2d-5801-9d9a-fe8d94a29e8a,Many-barbed Stingfish,eligible but outside the deterministic 40-record starter-pack limit
801687bf-0384-5404-8d14-b8c9416afa27,Deep-bodied Silver Biddy,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8029900b-5343-5069-a69f-1803b9b62855,Harlequin Sandperch,identity confidence is below the starter-pack threshold
80770b88-64ff-5c99-8170-44b896dae9e5,Spiny Chromis,eligible but outside the deterministic 40-record starter-pack limit
8082a9b2-6cee-5b90-8e51-1e4f3cac1fb3,Two-spotted Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8090c447-3b46-5149-9876-4a1a3d933b3b,Thorny Seahorse,identity confidence is below the starter-pack threshold; account transcription confidence is not high
80c1da96-0390-5548-921f-b430992947ab,Purple-Lined Wormfish,identity confidence is below the starter-pack threshold
80c3fe3b-e488-55cc-beb9-f7f6d80e1b8c,Twinspot Cardinalfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
80d44e2a-9643-55a1-8980-2add36929b42,Chlamydatus Moray,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
80e3a33a-3742-5cfd-9cc2-7213cf37dad3,Shortfin Scorpionfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
80ea0eb2-179f-5b2e-b6a8-3e01e5bfe9fe,Striped Goatfish,identity confidence is below the starter-pack threshold
80f3a629-f926-58c8-8fe4-f7b65fa06e6d,Monarch Damsel,account transcription confidence is not high
8105113a-8586-5f7e-a23c-ff52a8a5d0ac,Lattice Monocle Bream,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8117323c-8543-56c3-b65c-1754f58c2849,Threeband Anemonefish,identity confidence is below the starter-pack threshold; no identification trait transcription
8143fc9e-edd3-5fca-b0cc-ee72bc2cd21c,Clown Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
81584882-96ed-56e2-8221-72ea9fbee128,Double Whiptail,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
81966f42-313c-5c42-b7d8-8a5280b807fa,Wolfsnout Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
822152d8-2761-549b-a5be-130b7eb52812,Randall's Frogfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
8285a68f-91eb-5edc-9028-e7f6f8b05877,Lubbock's Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
828aa5a3-5287-58d2-9245-d20d42fc78e0,Redhead Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
828ffc36-7e67-5708-80f0-e725646ab238,Goldback Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8299ccf4-32e4-57f5-8ece-4a77e1c1c273,Silver Pearlfish,eligible but outside the deterministic 40-record starter-pack limit
82be7083-5e34-590d-9c20-5992b0f867fe,Common Lionfish,eligible but outside the deterministic 40-record starter-pack limit
82f2ab49-d3e1-57e6-b8f1-2fc98801fd15,Drummer Dragonet,eligible but outside the deterministic 40-record starter-pack limit
836e7a55-0a3a-502c-992f-b07d94c075f7,Twinspot Hawkfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8383e25f-d659-578c-b6ee-aacbb0725ebd,Javanese Cownose Ray,account transcription confidence is not high; identification traits are not high-confidence transcriptions
83915c48-4ec1-5006-ab47-c1ef6e6d0637,Backstriped Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
839380fc-5da2-5966-804b-cb6bdceef8d6,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
83f6c479-9307-5d29-9591-de5cf6027e69,Rigid Shrimpfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
83fac933-9800-5185-b064-1537dd378d2b,Lined Wrasse,eligible but outside the deterministic 40-record starter-pack limit
842682ee-77ad-545b-8160-2457c28b74be,Long-beaked Coralfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
84296c05-84bc-5fc6-807b-efe819219aa7,Ocellated Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
845f1e00-595a-522d-a802-329d78aa438c,Yellow Boxfish,eligible but outside the deterministic 40-record starter-pack limit
847370ab-a43c-5a2a-8169-2a2f037a0f46,Surge Grouper,eligible but outside the deterministic 40-record starter-pack limit
84d84512-7cc5-5558-97b6-16701e2c5425,Ruddy Fusilier,account transcription confidence is not high; identification traits are not high-confidence transcriptions
84da4e58-d20c-55e6-9fe8-9ddae22df55e,Giant Guitarfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
84fa676d-bfe7-5022-84e1-9c52c857862e,Goldstripe Wormfish,eligible but outside the deterministic 40-record starter-pack limit
859c9526-abb0-518f-a3f4-62883e31fd67,Nakedhead Shrimpgoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
85db1c57-5a28-50bf-ba36-1715f863256f,White-Bonnet Anemonefish,account transcription confidence is not high; no identification trait transcription
8603cf17-aa4a-5ab4-8baa-650f49c738f9,Shortnose Pipefish,eligible but outside the deterministic 40-record starter-pack limit
86435306-fd4d-5b38-a93b-981745682c1a,Pale Dwarfgoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
86469bc1-8f0a-59db-b4ef-f884cae83e48,Masked Rabbitfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
864ca8ce-eb64-5911-bccb-793115ed9505,Narrowstripe Fusilier,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8660a7dd-2544-5ee7-8d02-a8748019704f,Butler's Frogfish,identity confidence is below the starter-pack threshold
86d21865-e1bd-56c8-a7e1-dcca1ddbf9b1,Crosshatch Goby,eligible but outside the deterministic 40-record starter-pack limit
86fbb809-7f6d-5686-bfd6-eb14c6a25b20,Randall's Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
870f67f1-4d68-5fe7-b351-a7162a7e3440,Fine-lined Surgeonfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
871c4502-0141-55f2-901f-169b087fced7,Lemon Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
877a9bd6-dd55-532e-ab75-34c171553554,Double-lined Mackerel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8796d848-167e-5b72-b53b-799ee26ba039,Doublebanded Soapfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
87a79d00-9a5a-580b-a2bc-b09c55c27b48,Chesnut Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
87c1d93e-5d25-5a88-89e2-15bc5c7e1baf,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
882df870-a332-5000-9b5f-293ce7f488c7,Honeycomb Toadfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
889d11d5-bb17-5197-8285-132aeaa6dac4,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
88cd9255-cc97-5464-aa1e-0b4c23010f1e,Midnight Angelfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
895b58a3-6d87-56e2-928c-5055b8865493,Honeycomb Grouper,account transcription confidence is not high; identification traits are not high-confidence transcriptions
89633970-40a5-52b3-9b0f-95c8d090c877,Indian Goatfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8971602f-c338-5151-9f58-a6efa9746db7,Brushtail Tang,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
898fa51c-dbb2-5fa1-8e95-ad69a9395323,Girdled Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
89ad863a-8f3d-5754-bee9-0692e0332c38,Mimic Surgeonfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
89c96fd8-32d0-596a-b454-cd596e58fb89,Neophyte Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8a288bf4-36fe-502e-b265-d5bd0c5b5688,Yelloweyed Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
8a54b591-da84-5c46-b970-28fe3caf4962,Linedcheeked Wormfish,identity confidence is below the starter-pack threshold
8aeb05db-a733-593f-81e9-a648d564c176,Spotfin Lionfish,account transcription confidence is not high; no identification trait transcription
8af7f7e7-8b30-510e-a177-a21849092027,Spectacled Filefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8afe541c-b870-5a76-8921-943c93c2f85c,Japanese Swallow Angelfish,account transcription confidence is not high
8b2e8670-bfc9-5fe2-a69b-aaed20b3ce89,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
8b4cfef7-02ce-5cdc-8974-fbfea352a9ac,Scythe Triggerfish,eligible but outside the deterministic 40-record starter-pack limit
8b9b6ef3-f98c-5086-8bed-0516cea26d45,Rivulated Toadfish,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
8b9f723e-09a2-5fa9-bf3e-646a2ffe9d4e,Redlip Cleaner Wormfish,eligible but outside the deterministic 40-record starter-pack limit
8bc9ba83-c563-5a49-a063-acd259172368,Greenthroat Parrotfish,account transcription confidence is not high
8bd545ad-e7b7-5a7f-8dd4-a44ecdfc7e58,Dolphinfish,eligible but outside the deterministic 40-record starter-pack limit
8be0a9b0-9b8c-5d76-9574-8b499a6c179c,Smalltooth Emperor,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8be2d9d8-c1e2-5f42-96f5-231196cbaff2,Striped Pygmygoby,no identification trait transcription
8c071d0a-e8d7-57d8-88f6-696a7bd9259c,Earl's \dierfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8c44a6cd-355a-541e-95b1-1c8bd3532b39,Spot-Nape Butterflyfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8c588b88-487d-5a04-aff0-717512d35817,Doublepore Fangblenny,eligible but outside the deterministic 40-record starter-pack limit
8c86603a-d15b-5f21-aaf9-0e607be2a63c,Mangrove Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
8d2d0075-7e71-51a4-81f7-fc4844ea91ba,Tailspot Wrasse,eligible but outside the deterministic 40-record starter-pack limit
8d50cac8-798a-5abd-9bc3-1dcd62554265,Skunk Anemonefish,no identification trait transcription
8d80ccc8-e343-57cd-923e-0e4c57c70a1a,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
8d861b0c-a526-5999-a44f-2175616616e1,Sigillata Pygmygoby,eligible but outside the deterministic 40-record starter-pack limit
8d984b9a-3670-56fa-85db-754d4117a9fb,Queensland Dottyback,eligible but outside the deterministic 40-record starter-pack limit
8dd99f35-3ac0-5113-a708-346441d3b922,Nagasaki Damsel,account transcription confidence is not high
8e7606d3-7c68-5884-af54-06f6f2cf81c6,Yellownose Slender Anthias,eligible but outside the deterministic 40-record starter-pack limit
8e801f68-31e5-5f82-bb66-473b7b2c020a,Ornate Wobbegong,identity confidence is below the starter-pack threshold; account transcription confidence is not high
8e962497-3581-537f-87e0-97b84629e148,Golden-striped Butterflyfish,account transcription confidence is not high; no identification trait transcription
8ec65769-c2a0-571c-9e0f-a5d82cb98013,Brown Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8ef8c40c-4b53-5a1a-8168-31ba296605a8,Blackspotted Moray,identity confidence is below the starter-pack threshold
8efd4937-5f3b-515e-8ea1-947d1be5862c,Five-lined Snapper,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8f1a0584-f050-519e-83e3-e6d665b90cbe,Shark,identity confidence is below the starter-pack threshold
8f25dca9-c0d2-53e8-9f6e-a37328650c6f,Northern Dragonet,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8f33c8ca-d427-5747-a4a1-66354e9027d9,Helen's Triplefin,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8f435313-3031-5819-a65b-8834c5d4a8e3,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
8f8f1c3c-5b8c-5dd9-bbd0-d0d6bff7bdf9,Diamond Filefish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8fad67e0-8ec4-506d-88aa-6bb1c9607432,Yellowband Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
8fdb02ac-38da-55bd-b95b-e5cd764404fa,Java Rabbitfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
8ff7a266-e1a5-5b4d-bd79-242a61ccacc8,Luzon Anthias,account transcription confidence is not high; identification traits are not high-confidence transcriptions
9062512a-72c2-58fc-8fc7-0e51b6c86622,Sulawesi Fangblenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
90739e0b-7a91-5a75-9883-d5b9e84e00b5,Goldhead Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
90968fc5-1e85-5e26-a844-69f7d1bfdc5d,Emperor,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
90b04503-bb37-5d82-81e6-318d3808b0d8,Royal Dottyback,eligible but outside the deterministic 40-record starter-pack limit
90b99f85-a0af-56dc-a9aa-0e080b1696ea,Dark-capped Parrotfish,eligible but outside the deterministic 40-record starter-pack limit
90e24479-7b97-533d-a96e-dffdec8c979f,Yellowtail Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
90e86aa6-9735-5aac-b5bf-e5b5a8f19d99,Decorated Dartfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
910f2657-b5a7-58c3-bc90-a973ae55705c,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
91224400-e35c-57d1-9d48-7742728b5fe0,Guam Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
912d75ec-3aad-5f79-8f41-7d97ea37c549,Striped Monocle Bream,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
91387cef-9e00-514c-8b70-ff5b7d4a5070,Ring Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
9139afe9-62bc-516d-aed7-6144bc69b7ea,Australian Shrimpgoby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
9152a216-ade1-5e56-8b9c-734ffbb78690,Whitespotted Grouper,account transcription confidence is not high; no identification trait transcription
9163f2d4-bdf0-5560-8cb6-f4f3959c096a,Helmut Gumard,identity confidence is below the starter-pack threshold
9177b115-c1ac-5765-b426-6448e27e61ea,Dusky Garden Eel,eligible but outside the deterministic 40-record starter-pack limit
91da1a43-678e-5b49-a2d4-1d2ff37eb7d8,Mangrove Oyster Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
92054c15-5c13-5904-b7ba-4890405097b5,Ambon Chromis,account transcription confidence is not high; identification traits are not high-confidence transcriptions
920f1717-2021-5224-8da2-026fed047ace,Barrier Reef Anthias,eligible but outside the deterministic 40-record starter-pack limit
9235aca5-8d9b-515f-9d94-dbb33e7721d2,Tahiti Butterflyfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
9240e26a-2d8a-5a3b-9c4e-693c399f9ad6,Red-margined Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
931c4cf3-78fd-5699-9127-c683934f30d0,Scrawled Filefish,eligible but outside the deterministic 40-record starter-pack limit
93317fb5-735b-5605-ace6-86fe62635d65,Translucent Coral Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
936a74f9-2c44-5a7d-af64-4c38fd90999b,Bluestreak Cleaner Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
93973839-99ed-53e9-8e75-52d0a0304507,Fine-spotted Rabbitfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
93a1aa51-4223-54e2-8deb-702587eafe1a,Hooded Carpet Sergeant,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
93a6862e-8326-5788-b0fe-de32eed21cad,Palechin Moray,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
93f1f120-6b57-5df0-b02d-d2498b93e094,Scarlet Soldierfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
940cb829-1442-51ac-bc1c-a79c21d4aa4a,Ladder Wormfish,identity confidence is below the starter-pack threshold
9429c160-3bbf-5180-8461-75b3e80aa6e4,Thin Ghost Pipefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
9441a33b-0202-5f89-825f-3703eebbeb4d,Sweetlip Emperor,identity confidence is below the starter-pack threshold; account transcription confidence is not high
94505d89-7965-5349-8784-fa3b56028079,Hairy Scorpionfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
947747f2-b395-5c33-8336-d6ff6118b332,Sixstripe Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
94814a4e-8054-565f-a0ae-134e237f8b3c,Pearly Signalfish,identity confidence is below the starter-pack threshold; no identification trait transcription
94ce7845-8d23-5b87-b881-5fcd52364a3a,Bluespine Unicornfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
94f77fa4-ed54-525d-b811-7ad60e04f6da,Striped Basslet,account transcription confidence is not high; identification traits are not high-confidence transcriptions
