workbook_row,creature_id,common_name,scientific_name_printed,outcome,reasons,workbook_human_review_required,source_id,source_book_page,source_pdf_page,source_tile,identity_confidence,identity_confidence_score,text_transcription_confidence,source_title_common_ocr,source_title_scientific_ocr,identification_evidence
959,70a493c4-3cc1-5975-b8ca-6b06aecd4898,Yellowback Anthias,Luzonichthys earlei,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-D252C55C,142,143,br,low,,low,,,Ds Vib vba reo ck fm nope ere oboe eelbentets end outa es ron orange ‘muanabes tn
960,fc2a5799-cd19-5459-97b7-c4f3896ab0eb,Red Slender Anthias,Luzonichthys waitei,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-7FCA3021,142,143,tr,high,98.4,medium,,,"ID: Magenta with yellow to orange upper head and on back deep violet to yellow on tail borders; 2 separate dorsal fins. Form huge schools, often mix with other anthias species. Steep outer reef slopes to 35 m."
961,8e7606d3-7c68-5884-af54-06f6f2cf81c6,Yellownose Slender Anthias,Luzonichthys whitleyi,included,,True,SRC-D25CEC82,142,143,ml,high,100,high,,,"ID: Red to pink with yellow to orange upper head and back body color continues onto tail; 2 separate dorsal fins. Form plankton-feeding aggregations 1-3 m above substrate, often mix with other anthias species. Steep slopes of outer reefs in 15-50 m."
962,f34807df-5978-5590-a5fa-edb90d64b7e3,Midnight Snapper,Macolor macularis,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A90FBEFF,108,109,ml,high,96.5,medium,,,"ID: Black with pale line markings in scales: blue line and spot markings on head; large eye with bright gold iris. Solitary or form groups. Edge of steep slopes of lagoons, passes and outer teefs in 5-50 m."
963,6b449b85-1344-554c-965e-f2fce0b6e9e9,Black Snapper,Macolor niger,included,,True,SRC-0CDF2EE8,108,109,tl,high,100,high,,,"ID: Gray to gray-brown with numerous indistinct blotches no blue lines or spots on head; large eye with dull gold iris. Solitary or form schools. Steep slopes of lagoons, passes and outer reefs in 3-90 m."
964,f26c7a11-c197-5f04-b6f7-119598cdee5c,Largetooth Goby,Macrodontogobius wilburi,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-13DB42D9,326,327,tr,high,100,medium,,,"ID: Translucent to pale tan with dense network of small brown spots, several pairs of large brown spots in mid-lateral row brown patch below eye. Solitary. Lagoons and sheltered coastal reefs to 10m."
965,da1e2342-481c-5f18-83ba-c49f12195024,Choat's Wormfish,Macropharyngodon choati,included,,True,SRC-2DEF0085,204,205,bl,high,100,high,,,"ID: TP - White with red blotches and red stripes on lower head; large dark spot surrounded by yellow on gill cover. Solitary or small groups, Lagoons, passes and seaward reefs in 6-28 m."
966,12bf6758-aa79-5211-8d9b-dba6f021b6cb,Kuiter’'s Wormfish,Macropharyngodon kuiteri,pending_review,identity confidence is below the inclusion threshold,True,SRC-F152228B,203,204,br,high,83.2,high,,,"ID: TP - Whitish with orange scale margins; pale-edged black spot on rear gill cover; green bands on head. IP - Similar, but lack head bands. Solitary or form small groups. Base of dropoffs in deeper water."
967,ab43e49d-4947-55a2-a8eb-9f0e7b7d96bb,Leopard Wormfish,Macropharyngodon meleagris,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-49F0F4E1,204,205,tl,high,100,medium,,,"ID: TP- Dull orange-red to purple or green undercolor with black or blue-edged green spot on each body scale; blue-edged green. bands on head, small black spot above pectoral. Solitary or form small groups. Coral and rubble bottoms in 2-30 m."
968,e8ab5e70-bc16-512e-be7b-91a61ed8dea6,Black Wormfish,Macropharyngodon negrosensis,included,,True,SRC-AF3B2288,204,205,ml,high,100,high,,,"ID: TP - Black with translucent tail that may have dark borders several pale saddle blotches on back and band markings on head. Solitary or form smail groups. Mixed sand, rubble and coral areas in 8-32 m."
969,05c58fa8-0ba9-57d7-b86c-fe21b4cc88e5,OrangeHead Wormfish,Macropharyngodon ornatus,pending_review,identity confidence is below the inclusion threshold,True,SRC-4CC3661F,204,205,br,high,91.3,high,,,"ID: TP - Black body with blue spot on each scale; head and fins orange with dark-edged blue bands. IP - Similar, but head pinkish and breast yellowish. Solitary or form small groups. Sand and mubble bottoms of coral reefs in 3-30 m."
970,65f1bc34-31c4-5d80-9b3a-21c378479403,Bluefin Shrimpgoby,Mahidolia mystacina,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-20090CE2,309,310,bl,low,39.3,medium,,,"Flagfia Shrtapgeby ~ Fesnele Variation ‘ID: Gmmy to brown with dark body bands; large saittike tat dowel fin with bend sharkings, | 1D: Gray, bias band ot rw of spots behind eye and tin bine melas /atzipe; tall hive tet doteal fn with red streaks ‘and blue stripes in-2nd dorsal, anal and tail fins. Share. burrow with alpheid shrimp, Sheltared reas in 20-40 zm."
971,ffebb95a-b8a6-5541-bd3d-60af99475e78,Flagtail Blanquillo Tilefish,Malacanthus brevirostris,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-35B6029F,288,289,mr,high,100,medium,,,"ID: Pale yellow head and pale blue body; pair of black stripes on tail, vague body bars. Usually in pairs; hover with undulating motion near sandy burrows typically constructed under rocks. Sand and rubble of seaward reefs in 14-45 m."
972,96b39a71-6c8f-515d-b5e6-1ac30c834a8c,Blue Blanquillo Tilefish,Malacanthus latovittatus,included,,True,SRC-31D04E2A,288,289,bl,high,100,high,,,ID: Blue head with blue to blue-green back and pale underside; broad black mid-lateral stripe extends onto tail Solitary or in pairs; swim away when threatened rather than Tetreating to burrows. Sand and rubble areas in 5-30 m.
973,55d92de6-53fb-57fb-b39d-5220c1f2c1a3,Giant Manta,Manta birostris,pending_review,identity confidence is below the inclusion threshold; no identification description,True,SRC-47409456,457,458,bl,high,96.3,high,,,
974,381300ee-cfe4-5e00-a896-d051f7f22b00,Indo-Pacific Tarpon,Megalops cyprinoides,pending_review,no identification description,True,SRC-7E9D776D,134,135,bl,high,100,high,,,
975,f0c4bc22-176d-5de0-bad0-ec82eb76787b,Sulu Fangblenny,Meiacanthus abditus,included,,True,SRC-FA379252,340,341,br,high,100,high,,,ID: White with 3 black stripes and blackish dorsal fin. Form aggregations among gorgonians and black coral. Coastal teefs and steep slopes in 5-40 m.
976,e2ed2b6f-5416-5c22-92d5-3526cd178d11,Shorthead Fangblenny,Meiacanthus anema,pending_review,account transcription confidence is not high; no identification description,True,SRC-4049900E,341,342,tr,high,100,medium,,,
977,b9452ab2-5013-5bbd-b9c8-1d9ecf0726e9,Yellowtail Fangblenny,Meiacanthus atrodorsalis,pending_review,account transcription confidence is not high; no identification description,True,SRC-95D8DC06,339,340,ml,high,100,medium,,,
978,b51c8fcb-aa78-5408-9dd5-4ff4eb8765fd,Bundoon Fangblenny,Meiacanthus bundoon,included,,True,SRC-EA1488C7,340,341,tr,high,100,high,,,"ID: Brown to gray to black; tapering yellowish green to yellow or tan stripe from head to tail base, black tail borders. Solitary or in pairs. Coral reefs'in 5-20 m."
979,6994a4a6-b7c6-5d1f-a6d3-7c6561966d46,Lined Fangblenny,Meiacanthus crinitus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-2EFF2CE5,341,342,tl,high,83.9,medium,,,ID: White with 3 black stripes and narrow black edge on dorsal fin. Solitary or in pairs; possibly mimic young of Three-striped Whiptail. Sheltered coastal reefs to 20 m. | estehmmnnrlte ‘Blonnies - Blennitdae Sellars of in Stltered pairs; possibly coastal mimic roots t0 young m. Localan: Raown xy tom te ef pete ete 0 oe
980,8c588b88-487d-5a04-aff0-717512d35817,Doublepore Fangblenny,Meiacanthus ditrema,included,,True,SRC-3F2FE539,340,341,bl,high,100,high,,,"ID: White with silver reflections; 2 narrow black stripes, the lowermost splits on head. Form aggregations among branches of gorgonians or black coral. Sheltered coastal Teefs in 3-20 m."
981,ceba8f13-3230-5a4f-ad2f-b20b90578ba9,[win Fangblenny,Meiacanthus geminatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-8C65782B,339,340,bl,high,100,medium,,,ID: Gray back and dorsal fin and yellow belly; white stripe above black mid-lateral stripe. Mimic the Yellowbelly Cardinaifish. Solitary. Sheltered coastal reefs in 1-15 m.
982,a1cd00fe-6e62-5abd-b138-da65a9d42b45,Striped Fangblenny,Meiacanthus grammistes,included,,True,SRC-947B46F8,341,342,ml,high,100,high,,,"ID: White with yellowish head and upper body with 3 black stripes; hlack edges on dorsal and anal fins, black spots on tail Mimic Shorthead Fangblenny [below). Solitary or in pairs. Coastal, lagoon and outer slopes to 20 m."
983,7ccace22-6a81-52e0-960f-51e5d67a8b88,Kamohara's Fangblenny,Meiacanthus kamoharai,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-74305383,340,341,ml,high,97.3,medium,,,"ID: Black with white stripe on upper head and body, 2 white stripes on lower head, light gray tail base. Solitary or in pairs. Coastal, lagoon and seaward reefs to 20 m."
984,a388889a-8816-5616-9b14-7b606e7a7137,Lined Fangblenny,Meiacanthus lineatus,included,,True,SRC-D52889F3,341,342,mr,high,100,high,,,"ID: Bright yellow with white belly: 3 black stripes on head and body, black sub-marginal stripe on dorsal fin. Mimic Deceiver Blenny [next page}, which lacks dorsal fin stripe. Solitary or in pairs. Lagoons and seaward reefs in 3-18 m."
985,54428e34-e267-574d-a54b-08850134ed90,Smith's Fangblenny,Meiacanthus smithi,pending_review,account transcription confidence is not high; no identification description,True,SRC-84729798,339,340,mr,high,100,medium,,,
986,9062512a-72c2-58fc-8fc7-0e51b6c86622,Sulawesi Fangblenny,Meiacanthus vicinus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-7C464F05,340,341,mr,high,100,medium,,,"ID: White with pair of black stripes on upper head and body. Solitary or in pairs. Sheltered coastal, lagoon and outer reefs to 10m."
987,1d3ecbd3-f4ca-5b53-b4a8-6bbc75f1ab17,Blackstripe Fangblenny,Meiacanthus vittatus,pending_review,account transcription confidence is not high; no identification description,True,SRC-77F75BEF,339,340,br,high,100,medium,,,
988,6b7cc03f-9b7c-5a84-a2e2-0aa00eb67a7f,Indian Triggerfish,Melichthys indicus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-71578FB0,408,409,ml,high,100,medium,,,"ID: Dark grayish black with jet black fins; white band at base of dorsal and anal fins, white margin around tail. Solitary or form groups. Coral-rich areas of outer reefs slopes in 2-20 m."
989,ded990cc-3044-5f31-98d4-d388267b0167,Black Triggerfish,Melichthys niger,included,,True,SRC-6800A33D,408,409,mr,high,100,high,,,"ID: Black with bluish scale margins; pale blue to white band at base of dorsal and anal fins, may display blue markings on upper head and yellow marking on cheek, Solitary or form loose groups. Outer reefs in 2-70 m. | 1D; Black with binigh svale margin; pale bius to white bend. upper head hod and on yellow: lo ming noc. ery to oro an cheeks. Solitary o¢ Forme Toose groups, Outer reefs in Clecumtropical."
990,12135912-59af-5b63-9015-67e636beea7c,Pinktail Triggerfish,Melichthys vidua,included,,True,SRC-222174AE,408,409,bl,high,100,high,,,"ID: Brown with yellowish snout and pectoral fins, white dorsal and anal fins with black margins, white tail with wide pink margin. Solitary or form loose groups; feed on algae mixed invertebrates and fishes. Outer reefs in 4-60 m."
991,20e5be0e-fe6c-55c6-ab19-09d8f8f8a99f,Silver Grunter,Mesopristes argenteus,included,,True,SRC-097965A5,134,135,mr,high,100,high,,,"ID: Silvery gray with white belly; white first spine on ventral and anal fins, yellow iris. Small Seveniles - White with 4 or 5 black stripes and yellow fins, Solitary or form groups. Estuaries and stream mouths, occasionally near reefs to 3 m."
992,ad90efee-97f9-5f1a-b491-8e7089619805,Stripey Dragonet,Microcanthus strigatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5A84D768,133,134,tr,high,100,medium,,,"ID: White to yellow undercolor with 5-6 black stripes. Solitary or form smail or dense aggregations. Lagoons, rocky areas and shallow coral reefs."
993,78fd070d-2351-5d3e-a9e3-a10b7748759c,Shortnose Pipefish,Micrognathus andersonii,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-33484AA5,430,431,ml,high,91.6,medium,,,"ID: Snout short, small thin skin flaps primarily on head; brown with several black-edged pale bars across back and on upper side; tiny tail. Solitary and cryptic. Inside crevices and among Tubble of coastal reefs to 10 m."
994,e37c56de-e0e1-5d7e-91f1-c7bca8632873,Samoan Pipefish,Micrognathus pygmaeus,pending_review,identity confidence is below the inclusion threshold; identification descriptions are not high-confidence transcriptions,True,SRC-30A60DE5,430,431,bl,low,42.6,high,,,"3D; Short siout, skin Naps absent, 10 wna body 2ings: Fe eT eee Series of ubbored ssa oabeen 10"
995,d682a732-a012-599f-8084-05706c3ef504,Painted Stingfish,Minous pictus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-916D7E12,380,381,br,high,100,medium,,,"ID: Shades of brown with reddish cheek and base of pectoral fin; lowest ray of pectoral fin separated and used for “walking”, barbels on chin; faint bands on fins. Solitary. Soft bottoms of coastal seas in 12-60 m."
996,705f1356-d8a4-59fe-ae28-654cda954e9e,Blue-Eyed Stingfish,Minous trachycephalus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-6F4F6E2E,380,381,bl,high,100,medium,,,"ID: Blotchy earthtones; lowest ray of pectoral fin separated and used for “walking”, barbels on chin; white irregular spot below eye, bands on outer pectoral fin. Solitary. Fine sand or mud bottoms of coastal areas in 10-46 m."
997,30f2be0b-30b7-5321-8efa-6cd51c048541,Devil Ray,Mobula tarapacana,included,,True,SRC-8740BE2C,457,458,br,high,100,high,,,"ID: Blackish back rhomboidal disc with graceful pectoral “wings”, pair of Naps protruding on either side of mouth similar to Giant Manta, but mouth on underside instead of front of head. Solitary or groups. Open water of lagoons and outer reefs."
998,a1501e6e-f9a9-5b6f-a3f1-745778a19848,,Mola mola,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; printed identity is incomplete; no identification description,True,SRC-5ECFEA42,437,438,,low,25.3,medium,,,
999,eadcc05d-005e-5f45-8910-e8b1253d4b31,Fan-bellied Filefish,Monacanthus chinensis,included,,True,SRC-2961F1A1,410,411,bl,high,100,high,,,"ID: Pale brown with medium brown blotches covered with dark brown spots; large fan-shaped ventral skin flap concave snout. Solitary. Sheltered coastal reefs and rocky areas, frequently in weed beds to 20 m."
1000,3349021f-81eb-51b4-8948-856de8af4a19,Pineconefish,Monocentris japonicus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-4D5E3F0B,403,404,tl,high,100,medium,,,"ID: Yellow with black scale margins; hard scales form bony carapace, small rectangular light organ powered by luminous bacteria near tip of lower jaw. Solitary or in pairs. Rocky reefs in caves and under ledges in 15-200 m."
1001,3d1e410c-a786-5140-b769-6aa273aae591,Amondfish,Monodactyus argenteus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-C0FCE32B,134,135,br,high,100,medium,,,"ID: Silver, dorsal and tail fins yellowish to yellow; round laterally compressed body with prominent triangular dorsal and anal fins. Form schools. Estuaries, harbors and silty inshore reefs to 10m."
1002,9c516f12-72f4-5119-a6ee-3bfe784720ba,Humpnose Bigeye,Monotaxis grandoculis,included,,True,SRC-851E0B9B,116,117,mr,high,100,high,,,"ID: Black to gray. silver or brown back gradating to pale underside, often yellowish tints on head; black spot on base of pectoral fin. Solitary or form groups, Coastal reefs, lagoons and ‘outer slopes to 100 m."
1003,26be8f5b-c582-5eba-b53d-b1bb32df8f49,Black Spear Shrimpgoby,Myersina lachneri,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-35E9EC1C,310,311,tl,high,100,medium,,,"ID: Grayish brown; very tall dark Ist dorsal spine with back front edge; pale stripe from eye to upper tail base, blue edge on 2nd dorsal and upper tail fins. Share burrow with alpheid shrimp. Sand and silt bottoms of sheltered reefs in 2-10 m."
1004,fca9b667-1745-516f-ae9b-570f6dd54071,Blue Shrimpgoby,Myersina larsonae,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-0816C6D3,309,310,bl,high,100,medium,,,"ID: Gray; blue band or row of spots behind eye and thin blue mid-lateral stripe; tall blue 1st dorsal fin with red streaks and blue stripes in 2nd dorsal, anal and tail fins. Share burrow with alpheid shrimp. Sheltered reefs in 20-40 m."
1005,d2b7404c-df37-5067-a8e4-e24992358dfb,Blackline Shrimpgoby,Myersina nigrivirgata,included,,True,SRC-50EAA282,309,310,mr,high,100,high,,,ID: Whitish to pale gray to pale brown or bright yellow darkish brown to blackish stripe from eye to tail base orange or white spots on head. Share burrow with alpheid shrimp. Sheltered bays and lagoons in 2-20 m.
1006,4691113c-5444-53e7-8db9-3088c11723ad,Banded Snake Eel,Myrichthys colubrinus,included,,True,SRC-B6B31E0B,444,445,mr,high,100,high,,,"ID: White with brown to black {usually encircling) bars occasionally with black spots between; overhanging snout small pectoral fins. Solitary, mimics sea snake. Inhabit sandy patches of lagoons and seaward reefs in 1-30 m."
1007,c0a018a0-9404-5a87-a6d1-6b70dde8db4c,Spotted Snake Eel,Myrichthys maculosus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-056400E4,444,445,ml,high,100,medium,,,"ID: Yellowish to cream with large dark oval spots; overhanging snout with long tubular nostrils, small pectoral fins. Solitary occasionally in open during day, but more commonly out at night. Lagoon and seaward sand in 1-262 m."
1008,4cc923ed-4e67-5573-a6ec-bd0d8c724d04,Shadowfin \dierfish,Myripristis adusta,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1C826D0E,240,241,br,high,100,medium,,,"ID: Pale salmon-pink with dark scale margins: black margin on rear dorsal and tail fins, black spot on rear gill cover. Solitary or form small groups. Coastal, lagoon and outer reefs to 25 m."
1009,dc422836-1556-5bed-bd16-52f7b30fb5b8,Brick \dierfish,Myripristis amaena,included,,True,SRC-9F9CE2B3,240,241,bl,high,100,high,,,"ID: Red with dark scale margins, red dorsal, anal and tail fins without white margins; dark margin on rear gill cover. During day often form large aggregations under ledges or inside caves. Lagoons and outer slopes in 2-52 m."
1010,bb9e1d20-adf3-5d0c-9994-b877e2a71190,Big-scale \dierfish,Myripristis berndti,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-3CA082E5,241,242,tl,high,90.8,medium,,,"ID: White with reddish tints and red scale margins; yellow spiny dorsal fin, narrow white margins on all fins (except pectorais), dark margin on rear gill cover. Lagoon and seaward reefs in 3-50 m."
1011,d9da6112-f69d-5171-b50c-a57d50a40d84,Splendid \dierfish,Myripristis botche,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2AEAF279,240,241,tr,high,100,medium,,,"ID: White with red scale margins: red dorsal, anal and tail fins with dark lobe tips and narew white margins, dark brown edge on gill cover. Bottom of slopes, dead reef areas and isolated coral formations in 20-65 m."
1012,aa98f7ed-7868-58f3-b516-dc2ff15445ac,Scarlet \dierfish,Myripristis chryseres,included,,True,SRC-5A438C30,239,240,br,high,100,high,,,"ID: Red with darkish scale margins; ail fins (except pectorals) bright yellow, dark brown rear margin on gill cover. Solitary or form groups. Seaward reef slopes in 30-200 m, rarely to 12m."
1013,8c071d0a-e8d7-57d8-88f6-696a7bd9259c,Earl's \dierfish,Mynpnsus earlei,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-948FC82A,241,242,tr,high,98.2,medium,,,ID: Yellow dorsal fin: red margins on whitish body scales dark margin on rear gill cover. Usually in groups that shelter in caves and under ledges during day. Seaward reefs slopes in 10-20m
1014,ff1fb9d6-39e4-54bf-8141-fd81e55a1b5f,Double-tooth \dierfish,Myripristis hexagona,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-89FEE816,239,240,mr,high,100,medium,,,"ID: Red with broad pink scale margins, pale reddish fins have no white margins; broad dark red band on rear margin of gill cover. Coastal reefs and seaward slopes, often in turbid areas in 3-40 m."
1015,e6a6e33e-f90f-5f80-99b5-93c2750424e0,Epaulette \dierfish,Myripristis kuntee,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-285483F1,240,241,tl,high,100,medium,,,"ID: Orange-red with pearly scale centers; scales small compared with other soldierfishes, red fins with narrow white margins, dusky brown band along rear gill cover. Form loose groups. Coastal, lagoon and outer reefs in 2-35 m."
1016,04cbf9ce-2ac9-529d-b3cb-72e81dc79ef9,Blotcheye \dierfish,Myripristis murdjan,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-6B2EC060,240,241,ml,high,100,medium,,,"ID: Pink to silvery white with red scale margins; red spiny dorsa) fin, narrow white margins on all fins (except pectorals) gill cover with brown margin. Solitary; hide inside caves during day. Coastal, lagoon and outer reefs in 2-40 m."
1017,93f1f120-6b57-5df0-b02d-d2498b93e094,Scarlet Soldierfish,Myripristis pralinia,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-01B55C92,239,240,bl,high,100,medium,,,"ID: Red back shading to silvery on side with red scale margins and silver breast; red fins with narrow white margins, brown margin confined to upper gill cover. Coastal, lagoon and outer teefs in 2-40 m."
1018,95563b3c-7a65-5c8f-b43e-ca11d2271731,East Indian \dierfish,Myripristis trachyacron,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-90CDA841,239,240,tr,high,100,medium,,,"ID: Shades of red; reddish fins with narrow white margins blackish tips on rear lobes of dorsal, anal and tail fins, only slight dusky margin on gill cover. Cuter reef slopes in 3-50 m."
1019,f2de27a1-f22d-5bb1-bc26-c8f56213bd92,Violet \dierfish,Myripristis violacea,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E77513DA,240,241,mr,high,100,medium,,,"ID: Silvery with violet sheen and prominent dark scale margins fins red with narrow white margins {except pectorals), light ted band along margin of gill cover. Coastal, lagoon and outer teefs in 3-30 m."
1020,99ab3350-998f-532d-9b14-a7d3f53e942f,Whitetip \dierfish,Myripristis vittata,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1418F8C2,239,240,ml,high,100,medium,,,"ID: Orange-red; white tips on dorsal fin spines, narrow white margins on fins, slightly darkened margin on gill cover. Commonly form groups. Steep outer reef slopes in 15-80 m."
1021,68cca880-25a9-52ae-b634-9ea3ba0be2d6,Whitespot \dierfish,Myripristis woodsi,included,,True,SRC-6092336A,241,242,ml,high,100,high,,,"ID: Reddish with red scale margins: white spot above base of pectoral fin, red fins with white margins {except pectoral) red-brown band on rear margin of gill cover to tear pectoral. Reef flats, lagoons and seaward reefs to 30 m."
1022,04c94bac-4519-5a1a-a0e5-5f9d50d9f43c,Whitemargin Unicornfish,Naso annulatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DB751AFA,54,55,mr,high,100,medium,,,"ID: Olive to brown, but capable of rapid change to pale blue- gray, white lips, tail darkish with white fin rays; adults have long tapering hom on forehead. Form small schools. Steep outer Teef slopes in 20-60 m."
1023,b36371f4-4a7c-5ccd-b0f5-67cbe42680eb,Humpback Unicornfish,Naso brachycentron,included,,True,SRC-004DE660,54,55,tr,high,100,high,,,"ID: Olive gray; unusual profile gives “hump-backed” appearance, adult males develop long horn on forehead females have only a slight bump. Often form small groups. Seaward reef slopes in 8-30 m."
1024,3f4b6e4d-fb62-5ce4-baf0-adf27743cad2,Blackspine Unicornfish,Naso brevirostris,included,,True,SRC-5AE89F04,54,55,ml,high,100,high,,,"ID: Brown with dark spots on head and vertical rows of spots and lines on sides, white tail; a broad-based tapering ham on forehead. Usually form small groups. Lagoon and seaward reefs in4-46m"
1025,a39daeb2-2043-5140-89c3-2a1e8b74f592,Bluetail Unicornfish,Naso caeruleacauda,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-52958A7E,53,54,mr,high,94.4,medium,,,"ID: Bluish to brownish gray. occasionally yellowish lower body, bluish tail; black margin on gill cover; no hom or bump on forehead. Usually form aggregations. Outer reef slopes in 15-45 m."
1026,6c03d484-cfeb-58ec-9853-32f23898e25d,Gray Unicornfish,Naso caesius,included,,True,SRC-1804063A,53,54,bl,high,100,high,,,"ID: Gray to brownish gray, can rapidly change to pattern of indistinct round to vertically elliptical blotches on upper half of body; no hom and no dark margin on gill cover. Solitary or form aggregations. Outer reefs in 6-60 m."
1027,5fc9ff10-47f2-5fc7-b48b-9e89e189eb4c,Sleek Unicornfish,Naso hexacanthus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E9079F1F,54,55,bl,high,100,medium,,,ID: Brown to bluish gray gradating to yellowish lower side (can quickly change to pale blue); black band marking and black margin on gill cover. Form large schools; feed in mid-water. Dropoffs of seaward reefs in 15-135 m.
1028,cc9a1d20-3312-54ee-87d2-b04820427292,Orangespine Unicornfish,Naso lituratus,pending_review,account transcription confidence is not high,True,SRC-ED772E16,55,56,bl,high,100,medium,,,"ID: Brownish gray. yellowish nape, orange tail spines and anal fin; yellow-edged black area from mouth to eye, broad black band on dorsal fin. Solitary or form small groups. Lagoon. and outer reefs to 70 m. | ID: Brownish gray, yellowish nape, orange tailspinss and | Laken ‘and outer reefs to' 70m."
1029,1133195d-a39e-5a98-9732-e36b062591b2,Slender Unicornfish,Naso lopezi,included,,True,SRC-3D1ADA61,53,54,br,high,100,high,,,ID: Slender body; bluish gray with numerous small round dark gray spots; occasionally displays a large whitish patch around pectoral fin. Form groups; feed on zooplankton along steep outer reef drop-offs in 20-50 m.
1030,1865a0db-35e7-5fa7-9a07-ae3f5ae2ec95,Spotted Unicornfish,Naso minor,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-79A1590C,54,55,br,high,100,medium,,,"ID: Gray body pales on lower sides, blackish lips, tail spine and its basal plate black, pectoral and tail fins yellowish. Form smnail to large schools in mid-water. Lagoons and outer reefs in 12-40 m."
1031,ed4a355e-e3e6-59ee-be7e-0b5fc46dcc6b,Barred Unicornfish,Naso thynnoides,included,,True,SRC-F51AFCD0,55,56,tl,high,100,high,,,"ID: Pale gray; wide yellowish stripe from eye to tail, numerous dark bluish gray bars on sides, irregular spots on head. Form groups, Lagoons and outer reefs in 2-30 m."
1032,873641c3-42e7-54d8-8be7-7ddb6a50ee5c,Humpnose Unicornfish,Naso tuberosus,included,,True,SRC-6E53C416,55,56,tr,high,100,high,,,"ID: Gray gradating to pale yellow on lower side; large bulbous snout, and hump on back. Often form small groups. Seaward reefs in 3-20 m."
1033,94ce7845-8d23-5b87-b881-5fcd52364a3a,Bluespine Unicornfish,Naso unicornis,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1D30607B,54,55,tl,high,95.6,medium,,,"ID: Gray to olive, tail spines blue; relatively short forehead hom (does not project past mouth). Solitary or form groups feed on leafy algae. Lagoons and on outer reefs in 1-80 m."
1034,1f412c7c-6a08-5d6d-8daa-372a2d8ca46b,Otfish,Naucrates ductor,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-4616F759,128,129,br,high,100,medium,,,ID: Silver with 5-7 wide black bars. Closely associated with pelagic sharks and rays. Form schools near front of host. Juveniles occasionally associate with jellyfishes.
